epoch,phase,train_loss,valid_loss,valid_accuracy,valid_macro_f1,valid_balanced_accuracy,lr
1,head,0.3004796839303822,0.266941850328989,0.8385705483672212,0.8386989530068067,0.8372227277648395,0.001
2,head,0.1471810593533255,0.1998482917126174,0.8589032655576093,0.8585419427400922,0.8578696043317791,0.001
3,head,0.12744661026424717,0.18305845980751095,0.8712261244608749,0.870116140148885,0.8699853853780036,0.001
4,head,0.11178788381411962,0.16262431385928625,0.8619839802834257,0.8611027878239783,0.8615181882782481,0.001
5,head,0.10440881066305435,0.17580643290618247,0.8743068391866913,0.8735450704161869,0.8733568764484655,0.001
6,head,0.09964798126371437,0.16652733137570286,0.8872458410351202,0.8857225759424553,0.8861117583510962,0.001
7,head,0.09997011490949916,0.154116431306973,0.8773875539125077,0.8764773321519949,0.8765715018324196,0.001
8,head,0.09593121408865408,0.17900016398499913,0.8755391250770179,0.8750120265627418,0.8745489821144357,0.001
9,head,0.09842348311956466,0.15962440996127833,0.8866296980899568,0.8856477457992629,0.8856445101209914,0.001
10,head,0.09501677333858813,0.16859901047077566,0.8786198398028343,0.8775174513915222,0.8774455257928928,0.001
11,head,0.09416768337281077,0.14786430283689378,0.8773875539125077,0.8767117320176044,0.8766847470989376,0.001
12,head,0.09099852322072512,0.14432586534502165,0.8853974121996303,0.884370906251149,0.8845751804109216,0.001
13,finetune,0.07907178572508287,0.13305984054523007,0.8927911275415896,0.8922298306218316,0.8921809226205608,3e-05
14,finetune,0.06121091112946575,0.10803799309571704,0.904497843499692,0.9043343494732493,0.9041382587758064,3e-05
15,finetune,0.05332827089957109,0.10583077327450235,0.9106592729513248,0.9106164589792579,0.9102739680987755,3e-05
16,finetune,0.04932740954580392,0.09032114353287389,0.9192852741836106,0.9202345808531982,0.9192974716931696,3e-05
17,finetune,0.048332739890789435,0.08213907922424396,0.9248305606900801,0.9261509172607179,0.9250534264185829,3e-05
18,finetune,0.04123432052504038,0.0751613438029043,0.9260628465804066,0.9264947010711608,0.9263508137463082,3e-05
19,finetune,0.03930094785358365,0.08277948772661033,0.9254467036352434,0.9257378544960029,0.9253837051551959,3e-05
20,finetune,0.034951159291356074,0.06516836452418831,0.9316081330868762,0.9321644487327543,0.931990369785739,3e-05
21,finetune,0.035751660414964956,0.059082237455228115,0.937769562538509,0.9388097636084037,0.9386458997061629,3e-05
22,finetune,0.03926877343287612,0.05753940130361052,0.9365372766481824,0.9375059088328686,0.9375887553769159,3e-05
23,finetune,0.030588886703008977,0.052333436746566736,0.9426987060998152,0.9438294250498197,0.9436339171853534,3e-05
24,finetune,0.029231657126903232,0.0614562912675423,0.9383857054836722,0.9391580925077643,0.938721888774236,3e-05
25,finetune,0.02997564455821603,0.06305014391936976,0.9353049907578558,0.9362196588980339,0.9358361097899544,3e-05
26,finetune,0.025876731370674266,0.051924323213618846,0.9420825631546519,0.9429030451696805,0.942618672193572,3e-05
27,finetune,0.025580975506379403,0.058459160805136655,0.9359211337030191,0.9367270740315737,0.9363761362860521,3e-05
28,finetune,0.02735799190551146,0.0483901826494988,0.9433148490449784,0.9444056449489591,0.9442397212437955,3e-05
29,finetune,0.02273116953650611,0.05160052942253121,0.9433148490449784,0.9441832063755907,0.9440829383813867,3e-05
30,finetune,0.024120927599413488,0.05795324569046429,0.9396179913739988,0.9409245383429525,0.9401808046366789,3e-05
31,finetune,0.02655465431034051,0.04665506384206367,0.9463955637707948,0.947548955496152,0.9470720135020366,3e-05
32,finetune,0.022744110854470666,0.0476651245237626,0.9433148490449784,0.9444246052353815,0.94384501445768,3e-05
33,finetune,0.024762699889423905,0.0504716724562532,0.9414664202094886,0.9422389553788453,0.9418383612869464,3e-05
34,finetune,0.019802616496233192,0.044910183361542316,0.9439309919901417,0.9450682066466124,0.9447568390769447,3e-05
35,finetune,0.02119443134427525,0.058137084225204985,0.9365372766481824,0.9377131622580759,0.9368292323906147,3e-05
36,finetune,0.021958984038867854,0.043965532604285894,0.9470117067159581,0.9481375887383054,0.9479250838939877,3e-05
37,finetune,0.02083256558858156,0.04206041459358803,0.9500924214417745,0.9510840225612691,0.9511344831887183,3e-05
38,finetune,0.018325623498916,0.03837338512628187,0.9544054220579175,0.9552290746640271,0.9552317460537358,3e-05
39,finetune,0.01912649193827115,0.03911009631856091,0.9531731361675909,0.9542546938195164,0.9539520412997355,3e-05
40,finetune,0.018553361457085644,0.038583787106756036,0.9525569932224276,0.9537560892241885,0.9535030615157517,3e-05
41,finetune,0.019813189406725915,0.040144157280370046,0.9525569932224276,0.9539174076810333,0.9536881447785307,3e-05
42,finetune,0.017176450688061163,0.038145189538555536,0.9531731361675909,0.9542760926555219,0.9542245767830142,3e-05
