epoch,phase,train_loss,valid_loss,valid_accuracy,valid_macro_f1,valid_balanced_accuracy,lr
1,head,0.3038201344026066,0.252587852126202,0.844731977818854,0.8430727611362817,0.842689119232767,0.001
2,head,0.14706509576755553,0.20113429241685757,0.866913123844732,0.8655589419496985,0.8652425717384894,0.001
3,head,0.12753763467867496,0.1712355875052645,0.8823166974738139,0.8818031081861415,0.8812108142678781,0.001
4,head,0.12171774619067742,0.19508172320092965,0.8706099815157117,0.8668707936139629,0.868206034472301,0.001
5,head,0.11247548907444434,0.14976984953355144,0.8804682686383241,0.8798752574594509,0.8798080474433163,0.001
6,head,0.10465952958616181,0.1881785234774951,0.8613678373382625,0.8595784204937889,0.8597809316504069,0.001
7,head,0.10706797505396275,0.14840004426953385,0.8872458410351202,0.8857516232688871,0.8858488561215502,0.001
8,head,0.09953168434105686,0.13710071446370617,0.8964879852125693,0.8957996505328261,0.895513946254904,0.001
9,head,0.10081437248240335,0.1310059766050426,0.8983364140480592,0.8978161412225143,0.897299607514646,0.001
10,head,0.092104036759728,0.14699920034782016,0.8884781269254467,0.88750626375994,0.88692175961102,0.001
11,head,0.10005221082950141,0.1343982260434952,0.9001848428835489,0.8990204838134211,0.8988098065364062,0.001
12,head,0.0890963833745246,0.14077784888316072,0.8964879852125693,0.8948601012244033,0.8952384840169223,0.001
13,finetune,0.07901704614420031,0.10567910684122304,0.9075785582255084,0.9073637995843464,0.9070682461197583,3e-05
14,finetune,0.07165990152748968,0.08967269000440786,0.9242144177449169,0.9243618911695404,0.9238802887957481,3e-05
15,finetune,0.061584884019982515,0.08832613750818821,0.9199014171287738,0.919577914231507,0.9194663461312136,3e-05
16,finetune,0.051483353687401236,0.06994242202998406,0.9359211337030191,0.9362916492181423,0.9360796651952793,3e-05
17,finetune,0.047098867505692414,0.0786872976426209,0.9340727048675292,0.9340300656778464,0.9337282802969555,3e-05
18,finetune,0.0433816411858776,0.05390979496902242,0.9426987060998152,0.9430216379654184,0.943075445613848,3e-05
19,finetune,0.04098377367442862,0.06271209018796553,0.9426987060998152,0.9428466808906576,0.9428357658563836,3e-05
20,finetune,0.03648328392534195,0.05261595987922114,0.9482439926062847,0.9490120912178238,0.9483743862462672,3e-05
21,finetune,0.03396591340014807,0.059248099220885836,0.9457794208256316,0.9461741009177281,0.9458653908016578,3e-05
22,finetune,0.03394460873602306,0.06017798437238448,0.9426987060998152,0.9428109937653428,0.9428768789220218,3e-05
23,finetune,0.030453781115518556,0.05249070854298108,0.9476278496611213,0.947790055010671,0.9477491851923918,3e-05
24,finetune,0.034470486475176844,0.0472500746651053,0.9500924214417745,0.9504288062967587,0.9504555547360839,3e-05
25,finetune,0.028686384734838637,0.04176022725821528,0.9537892791127541,0.9541023384949586,0.9542654491759341,3e-05
26,finetune,0.030459407965275267,0.04164901633202792,0.9513247073321011,0.9513936596074938,0.9516953804292392,3e-05
27,finetune,0.027322966167948545,0.039976871111704386,0.9574861367837338,0.9577796681030553,0.9577640141416393,3e-05
28,finetune,0.030639895142454653,0.03695560911767439,0.9544054220579175,0.9548240449831852,0.9548601135787669,3e-05
29,finetune,0.02446895605591455,0.03575378995040273,0.9605668515095502,0.9611144470539348,0.9611778108704829,3e-05
30,finetune,0.024846315379706697,0.035125163667883284,0.958102279728897,0.9586989480350075,0.9588661895249558,3e-05
31,finetune,0.02803604817878522,0.041034542518508445,0.9544054220579175,0.9549515231175437,0.9547132363671743,3e-05
32,finetune,0.022656514492656432,0.031768792710249495,0.9611829944547134,0.9619389697257631,0.9618123957462099,3e-05
33,finetune,0.02432095253877095,0.0355390346962322,0.9599507085643869,0.9605445097422753,0.9606054918895849,3e-05
34,finetune,0.022346071921528217,0.035649487921454476,0.9587184226740604,0.9594256657927065,0.9590860659660707,3e-05
35,finetune,0.022865655578543222,0.034581382241875284,0.9574861367837338,0.9579442424591484,0.9579308515896789,3e-05
36,finetune,0.02225899036087144,0.03273469772551292,0.958102279728897,0.9586746945771836,0.9584620575049391,1.5e-05
37,finetune,0.020949229983956853,0.03559273420931749,0.9599507085643869,0.9606195468252228,0.9602941624154397,1.5e-05
38,finetune,0.020009998176258356,0.03408085817683449,0.9605668515095502,0.9613759290827609,0.9609698603568049,1.5e-05
39,finetune,0.019119302948639765,0.02813294339275613,0.958102279728897,0.9585516577710871,0.9588462292885087,1.5e-05
40,finetune,0.020862594262355285,0.0324771693366352,0.9611829944547134,0.9619520341445689,0.9615527557522985,1.5e-05
41,finetune,0.020683689951729135,0.03509186515240314,0.9605668515095502,0.9610878808944048,0.9607207967774889,1.5e-05
42,finetune,0.019620874518694677,0.0298249836972359,0.966728280961183,0.9673514154816489,0.9672887502412648,1.5e-05
