epoch,phase,train_loss,valid_loss,valid_accuracy,valid_macro_f1,valid_balanced_accuracy,lr
1,head,0.30122380131898924,0.25545340653414794,0.8398028342575478,0.834849280383023,0.836949522656545,0.001
2,head,0.14004799277944371,0.19510458494253682,0.8613678373382625,0.8588919286999064,0.8592248013074087,0.001
3,head,0.12976750726591416,0.17198592996613815,0.8835489833641405,0.8811326177461426,0.8815627610142094,0.001
4,head,0.11900842553539634,0.1831829655784666,0.8693776956253851,0.8665611794162478,0.8670541690187363,0.001
5,head,0.11235673803863074,0.14629373863082348,0.8835489833641405,0.8827823775089241,0.8826984093552183,0.001
6,head,0.11007626609549434,0.1517523710035793,0.8878619839802834,0.885428660107179,0.8857924359799906,0.001
7,head,0.10584820824880804,0.11283936565575486,0.911275415896488,0.9112209652316224,0.9113524832985496,0.001
8,head,0.10214851746367468,0.12790186447937796,0.9008009858287123,0.8997751715406593,0.8998541727848186,0.001
9,head,0.09354655008465304,0.11918723120371905,0.906962415280345,0.9062700480268496,0.9063228636087061,0.001
10,head,0.0955250027854711,0.10121177613002995,0.9162045594577942,0.9161591056180874,0.9154894318817423,0.001
11,head,0.0967284594825286,0.1257649311254711,0.9008009858287123,0.8990662705819801,0.8993620006046218,0.001
12,head,0.08819941783473917,0.13319746642605185,0.8946395563770795,0.8929842273428539,0.893238811809586,0.001
13,finetune,0.08011169839250497,0.07890020851108968,0.9309919901417129,0.93112654800961,0.931374030724751,3e-05
14,finetune,0.06936058293280462,0.07224263754901471,0.933456561922366,0.9335520331793463,0.9337637618809754,3e-05
15,finetune,0.05758269129405032,0.07221129832522598,0.9309919901417129,0.9307943382985269,0.930521705192578,3e-05
16,finetune,0.05019936192968346,0.064486794444497,0.9365372766481824,0.9367734249756443,0.936510879581439,3e-05
17,finetune,0.0470482155705901,0.062101902444111845,0.9396179913739988,0.9396857997069412,0.9397684152768381,3e-05
18,finetune,0.04215582851469677,0.05294284596998427,0.9500924214417745,0.9501698024061456,0.9503767160361747,3e-05
19,finetune,0.0394285204594425,0.04067197279040572,0.9605668515095502,0.9610906191010393,0.9610937046693007,3e-05
20,finetune,0.03530717096865939,0.04221998524283344,0.958102279728897,0.9587039711809002,0.958467242182113,3e-05
21,finetune,0.034608310666629505,0.04124338902951292,0.9574861367837338,0.9582426302478503,0.9579430596018836,3e-05
22,finetune,0.03306093566084099,0.04004050966950652,0.9593345656192237,0.9602275724966287,0.960075917571934,3e-05
23,finetune,0.031165179629989017,0.03757837211411693,0.9587184226740604,0.959395454108599,0.9594912663426826,3e-05
24,finetune,0.03138682003566603,0.03969073799855038,0.958102279728897,0.9585430650628703,0.9588390403052799,3e-05
25,finetune,0.030007256474647137,0.038207269979201854,0.958102279728897,0.9585909826218424,0.958900742959095,3e-05
26,finetune,0.027738246586803166,0.03663882725907109,0.9599507085643869,0.9606560854999087,0.9608967368911341,3e-05
27,finetune,0.025187349838806966,0.035208744326424,0.9605668515095502,0.9614352157605476,0.9611971250418172,3e-05
28,finetune,0.02870457885833794,0.033205791350542906,0.9617991373998768,0.9625729087072118,0.9622377793900828,3e-05
29,finetune,0.02793601608513723,0.03600376960536429,0.9605668515095502,0.9611660447195887,0.9609333687273269,3e-05
30,finetune,0.02821832793210681,0.04089878900724247,0.9574861367837338,0.9579364049609197,0.9574860869209392,3e-05
31,finetune,0.026421260952733797,0.04061022717864923,0.9599507085643869,0.9606686729939504,0.9601730180571485,3e-05
32,finetune,0.021138439936429332,0.03304797309478967,0.9593345656192237,0.9600131405390935,0.9597323370250379,3e-05
33,finetune,0.021785509142744876,0.0320568801560104,0.9654959950708565,0.9661486387606667,0.9659466553562869,3e-05
34,finetune,0.022256538624036582,0.033380761714523685,0.9679605668515096,0.9685356585110378,0.9685072988690806,3e-05
35,finetune,0.023068916657875006,0.03182106735490392,0.9679605668515096,0.9685574199983981,0.9688397811724165,3e-05
36,finetune,0.0231216909200637,0.029623587484685236,0.9630314232902033,0.9634809049426858,0.9637231155829893,3e-05
37,finetune,0.021778769768463543,0.03169288237103787,0.9624152803450401,0.9631366830662846,0.9631907584870352,3e-05
38,finetune,0.019680703620673208,0.038612318273469975,0.9611829944547134,0.9620260394419058,0.9622816592634582,3e-05
39,finetune,0.021895120655288383,0.034180557032474974,0.9611829944547134,0.9619325743084337,0.9621659066425885,3e-05
40,finetune,0.021661072872187808,0.03300632790298143,0.9661121380160197,0.9668721574890282,0.9670364984912503,1.5e-05
41,finetune,0.021737074786124456,0.029464346894460928,0.9710412815773259,0.9717445175834631,0.9718377182859538,1.5e-05
42,finetune,0.021170939333537808,0.03007848767693965,0.9679605668515096,0.9686557293658338,0.9687581596942036,1.5e-05
